COINTRIG_cut,COINTRIG_scaler,COIN_PS,COIN_scaler_accp,CPULT_TLT_HMS,CPULT_TLT_SHMS,CPULT_phys,CPULT_scaler,CPULT_scaler_uncern,ELT2_HMS,HMS3of4ELT,HMS3of4ELT_err,HMSTRIG_cut,HMSTRIG_scaler,HMS_3-4Trig_scaler,HMS_DataRate,HMS_PS,HMS_eLT_scaler,HMS_eLT_scaler_uncern,HMS_scaler_accp,HMS_track,HMS_track_uncern,PS1,PS2,PS3,PS4,PS5,PS6,SHMS3of4ELT,SHMS3of4ELT_err,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_3-4Trig_scaler,SHMS_DataRate,SHMS_PS,SHMS_eLT_scaler,SHMS_eLT_scaler_uncern,SHMS_scaler_accp,SHMS_track,SHMS_track_uncern,TLT,TLT_ELT_HMS,TLT_ELT_SHMS,accp_edtm,avg_yield_HMS_CPULT_notrack,avg_yield_HMS_CPULT_track,avg_yield_HMS_notrack,avg_yield_HMS_scaler,avg_yield_HMS_track,avg_yield_SHMS_CPULT_notrack,avg_yield_SHMS_CPULT_track,avg_yield_SHMS_notrack,avg_yield_SHMS_scaler,avg_yield_SHMS_track,boilingCorr,charge,curr_corr,current,hTLT,h_int_etotnorm_evts,h_int_etottracknorm_evts,haccp_edtm,min_yield_HMS_CPULT_notrack,min_yield_HMS_CPULT_track,min_yield_HMS_notrack,min_yield_HMS_scaler,min_yield_HMS_track,min_yield_SHMS_CPULT_notrack,min_yield_SHMS_CPULT_track,min_yield_SHMS_notrack,min_yield_SHMS_scaler,min_yield_SHMS_track,pTLT,p_int_etotnorm_evts,p_int_etottracknorm_evts,paccp_edtm,rate_COIN,rate_HMS,rate_HMS3-4,rate_SHMS,rate_SHMS3-4,run number,sent_edtm,sent_edtm_HMS,sent_edtm_PS,sent_edtm_SHMS,time,tot_events,uncer_boilingCorr,uncern_COIN_evts_scaler,uncern_CPULT_phys,uncern_ELT2_HMS,uncern_HMS3-4_evts_scaler,uncern_HMS_evts_notrack,uncern_HMS_evts_scaler,uncern_HMS_evts_track,uncern_SHMS3-4_evts_scaler,uncern_SHMS_evts_notrack,uncern_SHMS_evts_scaler,uncern_SHMS_evts_track,uncern_TLT,uncern_TLT_ELT_HMS,uncern_TLT_ELT_SHMS,uncern_charge,uncern_yieldRel_HMS_CPULT_notrack,uncern_yieldRel_HMS_CPULT_track,uncern_yieldRel_HMS_notrack,uncern_yieldRel_HMS_scaler,uncern_yieldRel_HMS_track,uncern_yieldRel_SHMS_CPULT_notrack,uncern_yieldRel_SHMS_CPULT_track,uncern_yieldRel_SHMS_notrack,uncern_yieldRel_SHMS_scaler,uncern_yieldRel_SHMS_track,yieldRel_HMS_CPULT_notrack,yieldRel_HMS_CPULT_track,yieldRel_HMS_notrack,yieldRel_HMS_scaler,yieldRel_HMS_track,yieldRel_SHMS_CPULT_notrack,yieldRel_SHMS_CPULT_track,yieldRel_SHMS_notrack,yieldRel_SHMS_scaler,yieldRel_SHMS_track,yield_HMS_CPULT_notrack,yield_HMS_CPULT_track,yield_HMS_notrack,yield_HMS_scaler,yield_HMS_track,yield_SHMS_CPULT_notrack,yield_SHMS_CPULT_track,yield_SHMS_notrack,yield_SHMS_scaler,yield_SHMS_track
,173474.0,,155496.44444444444,1.2341363299611146,-1.2340808625880435,0.8153429149215157,0.8153429149215157,0.0013548294893113,0.998692288839702,0.9999550557165164,2.4225115025213067e-36,113310,5918630.0,7257252.0,2641.8407278748255,9,0.9981789199677802,0.0010620369292298,5756832.0,0.9972,0.0023,,,,9,,,-1,,,8127129.0,8127129.0,,,0.9981789199677802,0.0010620369292298,7965331.0,0.9851,0.0198,1.0061990877513938,0.8153062699184112,-0.8153429149215157,18089,278.9758296599012,279.0541197100129,278.6006705674439,291.7023527280975,278.62781243388457,0.1,0.1,0.1,0.1,0.1,1,19812.62630071633,0.9995853860193332,79.59210624529105,1.0061990877513938,496046,494440,18089,278.0616842588292,278.3330430679007,278.0616884256379,291.8134200408255,278.33304723877575,1,1,1,1,1,-1.0,-1,-1,-1,696.8869663834734,23776.566550873427,29154.1345133011,32648.64056986725,32648.64056986725,16727,161798.0,17977.555555555555,17977.555555555555,1,248.927026,657461,,0.0024009482737184697,0.0013548294893113,2.6188470160661062e-05,0.0003712050690219261,0.001419838747847332,0.00041104503281394705,0.0014221427810872436,0.0003507772535161848,-1.0,0.0003507772535161848,-1.0,0.007481501945365221,2.2511760554426884e-06,-2.25127723748505e-06,29.924347033866677,0.002774668237158632,0.005074668237158632,0.0020729585500256094,0.0015653012590051104,0.00309631347736696,,,,,,0.9967232093110487,0.997415997144706,0.9924292952487545,0.9965548270763812,0.9918971531028884,,,,,,276.47904043619855,276.35771267081003,276.49146714707877,290.6973876807227,276.3701339284557,1,1,1,1,1
,397782.0,,356562.0,1.223015805454358,-1.2229605803596038,0.8150495011641797,0.8150495011641797,0.0008947423678661,0.998692632750307,0.9999548451503996,8.745350763776715e-38,261503,13566996.0,16631023.0,2641.145958975846,9,0.9982017932566886,0.0008577486337235,13196016.0,0.9971,0.0016,,,,9,,,-1,,,18632390.0,18632390.0,,,0.9982017932566886,0.0008577486337235,18261410.0,0.9859,0.014,0.9967734109655507,0.8150126977265377,-0.8150495011641797,41087,278.9758296599012,279.0541197100129,278.6006705674439,291.7023527280975,278.62781243388457,0.1,0.1,0.1,0.1,0.1,1,45410.34280268321,0.9995852294194992,79.5620556312637,0.9967734109655507,1137789,1133890,41087,278.0616842588292,278.3330430679007,278.0616884256379,291.8134200408255,278.33304723877575,1,1,1,1,1,-1.0,-1,-1,-1,696.9415260887503,23770.313630782617,29138.70046919445,32645.23362364504,32645.23362364504,16728,370980.0,41220.0,41220.0,1,570.753765,1509584,,0.0015855408528857784,0.0008947423678661,2.618157392615743e-05,0.0002452113215368978,0.0009374953766211154,0.0002714926968223761,0.0009391058315972528,0.00023166782269520383,-1.0,0.00023166782269520383,-1.0,0.004917557871346059,9.821829893380444e-07,-9.822273416659308e-07,68.59063732235869,0.0018322377444872154,0.0034322377444872152,0.0017777504514867367,0.0015346681746618033,0.0023917350747441274,,,,,,0.9967232093110487,0.997415997144706,0.9935348315963917,0.9966620043092076,0.9929131618981683,,,,,,276.78697147641566,276.6407300018565,276.79947031486716,290.7286515316971,276.6532222364981,1,1,1,1,1
,38504.0,,33484.2,1.209680489619692,-1.2096502842328172,0.8076147003646391,0.8076147003646391,0.0008373089364592,0.9990445242890428,0.9999750302768922,2.221936780938638e-37,256549,8453687.0,10411388.0,3474.457130753691,5,0.9986698557664152,0.0008292475392194,8428588.0,0.9972,0.0015,,,,5,,,-1,,,11673783.0,11673783.0,,,0.9986698557664152,0.0008292475392194,11648684.0,0.9968,0.0151,0.9769313518466871,0.8075945344491932,-0.8076147003646391,4904,278.9758296599012,279.0541197100129,278.6006705674439,291.7023527280975,278.62781243388457,0.1,0.1,0.1,0.1,0.1,1,28795.228772018432,0.9994423231602658,59.174055023934116,0.9769313518466871,1294866,1291248,4904,278.0616842588292,278.3330430679007,278.0616884256379,291.8134200408255,278.33304723877575,1,1,1,1,1,-1.0,-1,-1,-1,79.12553265961948,17372.285653768457,21395.351683616518,23989.567266460905,23989.567266460905,16729,25099.0,5019.8,5019.8,1,486.619157,1676901,,0.005096207183216719,0.0008373089364592,1.9127790358235996e-05,0.00030991720322864886,0.0008787950181185549,0.0003439354313527064,0.0008800253225649677,0.0002926807720381315,-1.0,0.0002926807720381315,-1.0,0.013951826685113454,8.680732889436502e-07,-8.680949650345585e-07,46.33943752525661,0.001716103954577755,0.003216103954577755,0.0018335885545138323,0.0016456175530063695,0.0023689759364003945,,,,,,0.9967232093110487,0.997415997144706,0.9998642340985381,1.0040318000971749,0.9997727383424166,,,,,,278.55589045912126,278.5575353371737,278.5628460962564,292.87843830217275,278.56449101538203,1,1,1,1,1
,21027.0,,14952.666666666668,1.22421314582452,-1.2242076552497017,0.8103551863115644,0.8103551863115644,0.0009001996709277,0.9995998113563356,0.9999955150172688,2.1659828460732484e-37,226647,4412450.0,5431037.0,2425.3857191781663,3,0.999420268706118,0.000644046421232,4394227.0,0.9976,0.0016,,,,3,,,-1,,,6085604.0,6085604.0,,,0.999420268706118,0.000644046421232,6067381.0,0.9961,0.0253,0.9920430225539154,0.8103515518825477,-0.8103551863115644,6026,278.9758296599012,279.0541197100129,278.6006705674439,291.7023527280975,278.62781243388457,0.1,0.1,0.1,0.1,0.1,1,15065.094171690547,0.9986716276858988,24.84243284032169,0.9920430225539154,1137613,1135358,6026,278.0616842588292,278.3330430679007,278.0616884256379,291.8134200408255,278.33304723877575,1,1,1,1,1,-1.0,-1,-1,-1,34.673652177696724,7276.157157534499,8955.813378142459,10035.198382422594,10035.198382422594,16731,18223.0,6074.333333333333,6074.333333333333,1,606.425879,1467024,,0.00689622373080913,0.0009001996709277,8.006977174623826e-06,0.00042910010345562473,0.00093756789372712,0.00047605825614733583,0.0009384985107000068,0.00040536678044023733,-1.0,0.00040536678044023733,-1.0,0.01278060475093852,1.000000773461634e-06,-1.0000052584679493e-06,36.32576430370948,0.00183776756465482,0.00343776756465482,0.0025871179019092126,0.0024577990044500615,0.003041903850942552,,,,,,0.9967232093110487,0.997415997144706,1.0047675784643348,1.0012670894190294,1.005090441431067,,,,,,279.92766564821324,280.0448949919944,279.9289211245905,292.0719656927452,280.0461509941456,1,1,1,1,1
,12343.0,,8441.666666666666,1.236477362521904,-1.2364753019354993,0.8109616960627115,0.8109616960627115,0.0014467792638952,0.9997588669854867,0.9999983335025232,2.068405604163191e-36,89116,1711053.0,2104875.0,1461.412209171441,3,0.9996469247804332,0.0006369756056996,1699349.0,0.9979,0.0026,,,,3,,,-1,,,2355220.0,2355220.0,,,0.9996469247804332,0.0006369756056996,2343516.0,0.9972,0.0526,1.0027341079972658,0.8109603445970912,-0.8109616960627115,3912,278.9758296599012,279.0541197100129,278.6006705674439,291.7023527280975,278.62781243388457,0.1,0.1,0.1,0.1,0.1,1,5829.692043980696,0.9977907859204506,14.937438750494,1.0027341079972658,440642,440019,3912,278.0616842588292,278.3330430679007,278.0616884256379,291.8134200408255,278.33304723877575,1,1,1,1,1,-1.0,-1,-1,-1,31.626508760049685,4384.236627514323,5393.328009909226,6034.787811864556,6034.787811864556,16732,11704.0,3901.3333333333335,3901.3333333333335,1,390.273871,568992,,0.00900097665895412,0.0014467792638952,4.823823473362401e-06,0.0006892659822413947,0.0015064580938378347,0.0007644837685981803,0.0015075241744227875,0.0006516047772699264,-1.0,0.0006516047772699264,-1.0,0.016034010712538464,2.5810920051301062e-06,-2.5810963065205882e-06,20.796830722134214,0.0029532373577330347,0.005553237357733035,0.0038724346214309814,0.0036483917935416317,0.00466430593950025,,,,,,0.9967232093110487,0.997415997144706,1.0058663192951875,1.0015168705670365,1.0064598993063403,,,,,,280.23456404587375,280.42725271406545,280.2350310568459,292.14482744128605,280.42772004615335,1,1,1,1,1
,12524.0,,6749.5,1.2245370603727002,-1.224535033390157,0.8123231514759717,0.8123231514759717,0.0009716843183733,0.9997591084938482,0.9999983446948166,4.297111443982376e-37,197118,2533984.0,3118488.0,2189.922783198079,2,0.9996361738190808,0.0005860815220526,2522435.0,0.9976,0.0018,,,,2,,,-1,,,3490212.0,3490212.0,,,0.9996361738190808,0.0005860815220526,3478663.0,0.9975,0.035,0.9947181574162265,0.8123218068332485,-0.8123231514759717,5744,278.9758296599012,279.0541197100129,278.6006705674439,291.7023527280975,278.62781243388457,0.1,0.1,0.1,0.1,0.1,1,8643.959606421693,0.997791251426856,14.940586901217026,0.9947181574162265,986117,984319,5744,278.0616842588292,278.3330430679007,278.0616884256379,291.8134200408255,278.33304723877575,1,1,1,1,1,-1.0,-1,-1,-1,21.647013506614673,4379.845566396158,5390.127104456706,6032.6306535410895,6032.6306535410895,16733,11549.0,5774.5,5774.5,1,578.5555589999999,1269492,,0.00893569775377693,0.0009716843183733,4.8189909770307496e-06,0.0005662757466695915,0.0010070146230999513,0.0006282001934868955,0.001007933931886433,0.0005352714702901755,-1.0,0.0005352714702901755,-1.0,0.0131259344956911,1.1623069587107927e-06,-1.162308882686711e-06,30.830915213885095,0.001978698941473251,0.003778698941473251,0.0037061900950541935,0.0036216571761667586,0.004120175362855059,,,,,,0.9967232093110487,0.997415997144706,1.0104056162278348,1.0026015005862547,1.010891222610142,,,,,,281.49921625830314,281.66194372723174,281.49968222618617,292.4612165697315,281.6624099644789,1,1,1,1,1
,13053.0,,328.0,1.228512135266274,-1.2285115246658245,0.8100911280483492,0.8100911280483492,0.0008932800792081,0.9998712716773908,0.9999995029756468,5.2832739872896486e-37,236336,1493902.0,1837634.0,2340.514956531702,1,0.9997922554169564,0.0005054508859454,1481177.0,0.9977,0.0016,,,,1,,,-1,,,2057021.0,2057021.0,,,0.9997922554169564,0.0005054508859454,2044296.0,0.9981,0.0436,0.9952062868369351,0.8100907254133302,-0.8100911280483492,12664,278.9758296599012,279.0541197100129,278.6006705674439,291.7023527280975,278.62781243388457,0.1,0.1,0.1,0.1,0.1,1,5092.776507285096,0.9958641001874184,7.978916679657735,0.9952062868369351,1151361,1149671,12664,278.0616842588292,278.3330430679007,278.0616884256379,291.8134200408255,278.33304723877575,1,1,1,1,1,-1.0,-1,-1,-1,20.45029843162959,2340.514956531702,2879.0441820354868,3222.7605401156156,3222.7605401156156,16734,12725.0,12725.0,12725.0,1,638.2791940000001,1487621,,0.008752756184532034,0.0008932800792081,2.5748979144742105e-06,0.000737684216180222,0.0009319534979555297,0.0008181613238354235,0.0009326382255989866,0.0006972373398984923,-1.0,0.0006972373398984923,-1.0,0.0088439166739255,9.850112853750082e-07,-9.850117749498486e-07,32.14688199765376,0.0018252335771636297,0.00342523357716363,0.006380677629009288,0.006365052762119175,0.006578225216982129,,,,,,0.9967232093110487,0.997415997144706,1.0058680239927655,1.0011808839664584,1.006608942816113,,,,,,280.2353667028631,280.46910831319235,280.2355059867342,292.04681935941227,280.46924771323876,1,1,1,1,1
,19124.0,,241.0,1.2229592138974428,-1.2229589071291358,0.8130122476140738,0.8130122476140738,0.0008809118760549,0.9999103104926162,0.9999997491590044,1.5295330254272569e-37,249448,1545108.0,1899472.0,1630.7183160683835,1,0.9998565384799716,0.0004165629687443,1526225.0,0.9979,0.0016,,,,1,,,-1,,,2125755.0,2125755.0,,,0.9998565384799716,0.0004165629687443,2106872.0,0.9945,0.0524,0.99428056982471,0.8130120436772721,-0.8130122476140738,18775,278.9758296599012,279.0541197100129,278.6006705674439,291.7023527280975,278.62781243388457,0.1,0.1,0.1,0.1,0.1,1,5260.3309648861405,0.994055973153454,5.551791883170305,0.99428056982471,1188506,1187044,18775,278.0616842588292,278.3330430679007,278.0616884256379,291.8134200408255,278.33304723877575,1,1,1,1,1,-1.0,-1,-1,-1,20.183609868366332,1630.7183160683835,2004.7166808139268,2243.5374187266825,2243.5374187266825,16735,18883.0,18883.0,18883.0,1,947.5014690000002,1540611,,0.0072312043141863755,0.0008809118760549,1.7939510462606104e-06,0.0007255770741401536,0.0009172744795771947,0.0008044898691079842,0.0009178391775251925,0.0006858725081568573,-1.0,0.0006858725081568573,-1.0,0.007256553696084324,9.544819785899123e-07,-9.544822180131822e-07,47.13028783173735,0.0017981863556320947,0.003398186355632095,0.009006399645972833,0.008995612550046689,0.009147416825693446,,,,,,0.9967232093110487,0.997415997144706,1.0034559978565372,1.0005869429235426,1.0042328908179936,,,,,,279.56344376176463,279.8071433556535,279.5635138877548,291.87356535981195,279.8072135427736,1,1,1,1,1
,31543.0,,104.0,1.2269723572901876,-1.226972280237758,0.814521787635193,0.814521787635193,0.00100146927559,0.9999581339993476,0.9999999372011692,3.966576423595669e-38,208714,1200640.0,1473634.0,761.2000118605289,1,0.9999120248339776,0.0003475739148511,1169201.0,0.9978,0.0018,,,,1,,,-1,,,1645113.0,1645113.0,,,0.9999120248339776,0.0003475739148511,1613674.0,0.988,0.0888,0.9993956550780877,0.814521736484177,-0.814521787635193,31420,278.9758296599012,279.0541197100129,278.6006705674439,291.7023527280975,278.62781243388457,0.1,0.1,0.1,0.1,0.1,1,4056.776990196138,0.987169404094238,2.5719771897095054,0.9993956550780877,911033,909980,31420,278.0616842588292,278.3330430679007,278.0616884256379,291.8134200408255,278.33304723877575,1,1,1,1,1,-1.0,-1,-1,-1,19.998110985904734,761.2000118605289,934.2769008845937,1042.993765918102,1042.993765918102,16736,31439.0,31439.0,31439.0,1,1577.298977,1200308,,0.005630519955510933,0.00100146927559,8.373550697552678e-07,0.000823768504652334,0.0010476903547583908,0.0009126275942571392,0.0010482963565253958,0.0007796543976419836,-1.0,0.0007796543976419836,-1.0,0.005638210282846931,1.2313245172717852e-06,-1.2313245945975301e-06,77.72485113613786,0.0020491596303483907,0.0038491596303483907,0.019187885688516555,0.019180985108324448,0.01927212902602041,,,,,,0.9967232093110487,0.997415997144706,1.0024816963363505,1.0008671900473076,1.003433008233718,,,,,,279.29205529168024,279.5843264505429,279.2920728308959,291.9553141051595,279.5843440081129,1,1,1,1,1
,28595.0,,14.0,1.222959601376376,-1.2229595830500872,0.8175168535275245,0.8175168535275245,0.0016365421020507,0.9999826017040341,0.9999999850148046,1.1845652797990368e-37,93289,453605.0,554780.0,316.332653925091,1,0.9999372537706336,0.0003747340241685,425024.0,0.9978,0.0031,,,,1,,,-1,,,614045.0,614045.0,,,0.9999372537706336,0.0003747340241685,585464.0,0.9524,0.2104,0.9997900703264406,0.8175168412768746,-0.8175168535275245,28575,278.9758296599012,279.0541197100129,278.6006705674439,291.7023527280975,278.62781243388457,0.1,0.1,0.1,0.1,0.1,1,1503.8126523220783,0.9685330961181028,1.0487209076513115,0.9997900703264406,331090,330684,28575,278.0616842588292,278.3330430679007,278.0616884256379,291.8134200408255,278.33304723877575,1,1,1,1,1,-1.0,-1,-1,-1,19.94142974391371,316.332653925091,386.8895398960814,428.2194519007341,428.2194519007341,16737,28581.0,28581.0,28581.0,1,1433.949339,453543,,0.005913640909138647,0.0016365421020507,3.479719734377865e-07,0.0013425782333900064,0.0017379087431046805,0.0014847764940218331,0.0017389752817167333,0.001276144638824258,-1.0,0.001276144638824258,-1.0,0.005914571625597163,3.2761037281293816e-06,-3.276103777222437e-06,70.50836197911673,0.0033744508451553808,0.006474450845155381,0.046918598335412065,0.04690990400187061,0.04702089822365936,,,,,,0.9967232093110487,0.997415997144706,0.9980653953893642,1.0003807556287747,0.9989420826566667,,,,,,278.0616842588292,278.3330430679007,278.0616884256379,291.8134200408255,278.33304723877575,1,1,1,1,1
